0.0207847142	0.0119322119	0.0021712661	0.0626409252	0.0184846499	0.0056165134	0.0532621403	0.0476076939	0.0374490485	0.0205372441	17
0.0139445805	0.0076718993	0.0014409724	0.0629862294	0.0127526433	0.0035179886	0.0490249524	0.0433879953	0.0307552750	0.0148251239	18
0.0090071141	0.0049224773	0.0010343406	0.0627177937	0.0087493385	0.0023198065	0.0432252511	0.0369413042	0.0240179025	0.0106736626	19
0.0058860435	0.0031832677	0.0007949423	0.0619401522	0.0062024712	0.0016060660	0.0364868502	0.0288616708	0.0182180503	0.0074929922	20
0.0038371151	0.0020947015	0.0006340589	0.0609866608	0.0043824464	0.0011459390	0.0291938906	0.0210958602	0.0132741952	0.0051540650	21
0.0024933093	0.0014262358	0.0005209085	0.0601303716	0.0030916458	0.0008482720	0.0216550815	0.0149213378	0.0092448473	0.0035740193	22
0.0016621437	0.0010182387	0.0004432235	0.0593026831	0.0022339847	0.0006588840	0.0148556527	0.0100572718	0.0063093108	0.0025551516	23
0.0011600469	0.0007665239	0.0003900867	0.0582053370	0.0016732288	0.0005368312	0.0097136068	0.0064399895	0.0043498815	0.0019047490	24
0.0008556126	0.0006076678	0.0003523864	0.0565570083	0.0013078271	0.0004559168	0.0062584056	0.0040661196	0.0030870248	0.0014766524	25
0.0006674715	0.0005041922	0.0003245225	0.0541811874	0.0010654923	0.0004008684	0.0040368776	0.0026260244	0.0022607579	0.0011835573	26
0.0005465766	0.0004342699	0.0003034213	0.0509634234	0.0008964440	0.0003622593	0.0026348177	0.0017697045	0.0017080584	0.0009783897	27
0.0004651106	0.0003852624	0.0002870779	0.0467481763	0.0007728483	0.0003339753	0.0017665932	0.0012471232	0.0013346406	0.0008325515	28
0.0004080739	0.0003497415	0.0002739570	0.0412900680	0.0006804072	0.0003122371	0.0012337427	0.0009180645	0.0010797810	0.0007267069	29
0.0003670459	0.0003231806	0.0002629659	0.0344773540	0.0006102079	0.0002948800	0.0009045998	0.0007073796	0.0009028390	0.0006479830	30
0.0003367792	0.0003027103	0.0002534506	0.0268054070	0.0005557226	0.0002806603	0.0006974761	0.0005706196	0.0007771772	0.0005879477	31
0.0003137977	0.0002864625	0.0002450588	0.0194195158	0.0005123908	0.0002687750	0.0005635808	0.0004799440	0.0006854247	0.0005409165	32
0.0002958079	0.0002732017	0.0002375769	0.0133090197	0.0004772007	0.0002586429	0.0004742457	0.0004181315	0.0006162826	0.0005030075	33
0.0002813139	0.0002620984	0.0002308384	0.0087553818	0.0004480613	0.0002498356	0.0004126611	0.0003746584	0.0005625309	0.0004716382	34
0.0002693220	0.0002525857	0.0002247023	0.0056119557	0.0004234268	0.0002420464	0.0003688345	0.0003430165	0.0005195959	0.0004451202	35
0.0002591496	0.0002442697	0.0002190567	0.0035847491	0.0004021781	0.0002350576	0.0003366668	0.0003191234	0.0004845072	0.0004223155	36
0.0002503209	0.0002368736	0.0002138187	0.0023360518	0.0003835484	0.0002287098	0.0003123265	0.0003004194	0.0004552476	0.0004024137	37
0.0002425077	0.0002302008	0.0002089265	0.0015798256	0.0003670127	0.0002228815	0.0002933506	0.0002853033	0.0004303995	0.0003848174	38
0.0002354850	0.0002241098	0.0002043311	0.0011194180	0.0003521872	0.0002174802	0.0002781277	0.0002727574	0.0004089498	0.0003690830	39
0.0002290961	0.0002184965	0.0001999927	0.0008339897	0.0003387747	0.0002124362	0.0002655862	0.0002621080	0.0003901643	0.0003548776	40
0.0002232267	0.0002132825	0.0001958787	0.0006527662	0.0003265425	0.0002076975	0.0002550011	0.0002528897	0.0003735012	0.0003419463	41
0.0002177901	0.0002084071	0.0001919635	0.0005346278	0.0003153111	0.0002032241	0.0002458738	0.0002447711	0.0003585556	0.0003300905	42
0.0002127188	0.0002038231	0.0001882266	0.0004553984	0.0003049403	0.0001989844	0.0002378566	0.0002375128	0.0003450225	0.0003191537	43
0.0002079598	0.0001994927	0.0001846515	0.0004006203	0.0002953184	0.0001949526	0.0002307033	0.0002309399	0.0003326700	0.0003090116	44
0.0002034712	0.0001953855	0.0001812241	0.0003615073	0.0002863538	0.0001911070	0.0002242370	0.0002249222	0.0003213191	0.0002995642	45
0.0001992198	0.0001914768	0.0001779324	0.0003326375	0.0002779710	0.0001874298	0.0002183279	0.0002193617	0.0003108287	0.0002907295	46
0.0001951784	0.0001877466	0.0001747660	0.0003106108	0.0002701068	0.0001839060	0.0002128788	0.0002141836	0.0003010856	0.0002824392	47
0.0001913251	0.0001841779	0.0001717159	0.0002932592	0.0002627077	0.0001805229	0.0002078154	0.0002093306	0.0002919976	0.0002746361	48
0.0001876416	0.0001807566	0.0001687744	0.0002791769	0.0002557277	0.0001772700	0.0002030801	0.0002047580	0.0002834891	0.0002672722	49
0.0001841126	0.0001774708	0.0001659347	0.0002674373	0.0002491272	0.0001741379	0.0001986276	0.0002004308	0.0002754977	0.0002603068	50
0.0001807255	0.0001743103	0.0001631910	0.0002574182	0.0002428718	0.0001711187	0.0001944217	0.0001963207	0.0002679710	0.0002537054	51
0.0001774691	0.0001712663	0.0001605380	0.0002486934	0.0002369323	0.0001682052	0.0001904331	0.0001924049	0.0002608646	0.0002474380	52
0.0001743342	0.0001683310	0.0001579709	0.0002409646	0.0002312832	0.0001653913	0.0001866382	0.0001886641	0.0002541405	0.0002414781	53
0.0001713124	0.0001654976	0.0001554854	0.0002340186	0.0002259026	0.0001626713	0.0001830174	0.0001850823	0.0002477657	0.0002358027	54
0.0001683966	0.0001627601	0.0001530776	0.0002277000	0.0002207709	0.0001600402	0.0001795542	0.0001816463	0.0002417113	0.0002303907	55
0.0001655804	0.0001601132	0.0001507436	0.0002218935	0.0002158709	0.0001574933	0.0001762350	0.0001783444	0.0002359519	0.0002252234	56
0.0001628581	0.0001575520	0.0001484801	0.0002165122	0.0002111868	0.0001550265	0.0001730480	0.0001751669	0.0002304649	0.0002202841	57
0.0001602247	0.0001550722	0.0001462840	0.0002114893	0.0002067043	0.0001526359	0.0001699833	0.0001721053	0.0002252303	0.0002155573	58
0.0001576757	0.0001526699	0.0001441523	0.0002067732	0.0002024102	0.0001503181	0.0001670322	0.0001691521	0.0002202302	0.0002110293	59
0.0001552068	0.0001503412	0.0001420822	0.0002023230	0.0001982927	0.0001480698	0.0001641870	0.0001663008	0.0002154488	0.0002066876	60
0.0001528144	0.0001480830	0.0001400711	0.0001981063	0.0001943407	0.0001458879	0.0001614411	0.0001635456	0.0002108715	0.0002025210	61
0.0001504949	0.0001458919	0.0001381167	0.0001940968	0.0001905442	0.0001437697	0.0001587885	0.0001608812	0.0002064855	0.0001985189	62
0.0001482449	0.0001437652	0.0001362166	0.0001902729	0.0001868942	0.0001417125	0.0001562241	0.0001583028	0.0002022789	0.0001946720	63
0.0001460615	0.0001417000	0.0001343687	0.0001866168	0.0001833822	0.0001397137	0.0001537430	0.0001558062	0.0001982408	0.0001909715	64
0.0001439418	0.0001396939	0.0001325709	0.0001831137	0.0001800007	0.0001377711	0.0001513410	0.0001533874	0.0001943613	0.0001874091	65
0.0001418831	0.0001377443	0.0001308214	0.0001797508	0.0001767424	0.0001358822	0.0001490142	0.0001510427	0.0001906313	0.0001839774	66
0.0001398829	0.0001358490	0.0001291182	0.0001765175	0.0001736009	0.0001340451	0.0001467589	0.0001487689	0.0001870421	0.0001806693	67
0.0001379388	0.0001340058	0.0001274595	0.0001734043	0.0001705700	0.0001322577	0.0001445718	0.0001465627	0.0001835861	0.0001774783	68
0.0001360486	0.0001322126	0.0001258437	0.0001704034	0.0001676439	0.0001305181	0.0001424499	0.0001444212	0.0001802559	0.0001743983	69
0.0001342101	0.0001304675	0.0001242692	0.0001675076	0.0001648174	0.0001288243	0.0001403902	0.0001423418	0.0001770447	0.0001714237	70
0.0001324212	0.0001287687	0.0001227345	0.0001647106	0.0001620854	0.0001271748	0.0001383902	0.0001403219	0.0001739464	0.0001685490	71
0.0001306802	0.0001271144	0.0001212380	0.0001620069	0.0001594432	0.0001255677	0.0001364472	0.0001383590	0.0001709551	0.0001657695	72
0.0001289850	0.0001255028	0.0001197784	0.0001593914	0.0001568866	0.0001240016	0.0001345590	0.0001364508	0.0001680654	0.0001630804	73
0.0001273341	0.0001239325	0.0001183544	0.0001568597	0.0001544113	0.0001224749	0.0001327232	0.0001345951	0.0001652723	0.0001604775	74
0.0001257257	0.0001224018	0.0001169646	0.0001544076	0.0001520136	0.0001209862	0.0001309378	0.0001327899	0.0001625710	0.0001579567	75
0.0001241582	0.0001209093	0.0001156079	0.0001520313	0.0001496900	0.0001195340	0.0001292007	0.0001310333	0.0001599570	0.0001555142	76
0.0001226302	0.0001194537	0.0001142831	0.0001497273	0.0001474369	0.0001181171	0.0001275102	0.0001293232	0.0001574262	0.0001531464	77
0.0001211401	0.0001180335	0.0001129891	0.0001474923	0.0001452514	0.0001167342	0.0001258643	0.0001276581	0.0001549748	0.0001508500	78
0.0001196867	0.0001166475	0.0001117249	0.0001453234	0.0001431303	0.0001153842	0.0001242613	0.0001260360	0.0001525989	0.0001486218	79
0.0001182685	0.0001152945	0.0001104894	0.0001432177	0.0001410709	0.0001140658	0.0001226997	0.0001244555	0.0001502953	0.0001464587	80
0.0001168843	0.0001139734	0.0001092816	0.0001411725	0.0001390705	0.0001127779	0.0001211778	0.0001229150	0.0001480607	0.0001443580	81
0.0001155330	0.0001126830	0.0001081007	0.0001391854	0.0001371266	0.0001115196	0.0001196942	0.0001214131	0.0001458920	0.0001423171	82
0.0001142133	0.0001114222	0.0001069457	0.0001372540	0.0001352369	0.0001102898	0.0001182475	0.0001199482	0.0001437863	0.0001403333	83
0.0001129243	0.0001101902	0.0001058158	0.0001353761	0.0001333991	0.0001090875	0.0001168364	0.0001185191	0.0001417409	0.0001384044	84
0.0001116647	0.0001089858	0.0001047102	0.0001335495	0.0001316112	0.0001079119	0.0001154595	0.0001171245	0.0001397534	0.0001365282	85
0.0001104336	0.0001078082	0.0001036281	0.0001317722	0.0001298710	0.0001067620	0.0001141156	0.0001157632	0.0001378212	0.0001347024	86
0.0001092302	0.0001066565	0.0001025688	0.0001300423	0.0001281768	0.0001056371	0.0001128036	0.0001144339	0.0001359422	0.0001329251	87
0.0001080533	0.0001055298	0.0001015315	0.0001283581	0.0001265267	0.0001045362	0.0001115223	0.0001131356	0.0001341141	0.0001311944	88
0.0001069023	0.0001044273	0.0001005156	0.0001267177	0.0001249191	0.0001034587	0.0001102706	0.0001118673	0.0001323349	0.0001295085	89
0.0001057761	0.0001033483	0.0000995204	0.0001251196	0.0001233522	0.0001024038	0.0001090477	0.0001106278	0.0001306027	0.0001278657	90
0.0001046741	0.0001022920		0.0001235621	0.0001218247	0.0001013708	0.0001078523	0.0001094162	0.0001289156	0.0001262643	91
0.0001035955	0.0001012577		0.0001220437	0.0001203349	0.0001003590	0.0001066838	0.0001082316	0.0001272719	0.0001247028	92
0.0001025394	0.0001002447		0.0001205630	0.0001188816	0.0000993678	0.0001055411	0.0001070731	0.0001256700	0.0001231798	93
0.0001015053	0.0000992524		0.0001191187	0.0001174635		0.0001044233	0.0001059398	0.0001241082	0.0001216938	94
0.0001004923			0.0001177094	0.0001160792		0.0001033298	0.0001048309	0.0001225852	0.0001202435	95
0.0000995000			0.0001163339	0.0001147275		0.0001022596	0.0001037456	0.0001210994	0.0001188276	96
			0.0001149910	0.0001134074		0.0001012121	0.0001026832	0.0001196495	0.0001174450	
			0.0001136795	0.0001121178		0.0001001865	0.0001016429	0.0001182344	0.0001160945	
			0.0001123984	0.0001108575		0.0000991822	0.0001006241	0.0001168526	0.0001147749	
			0.0001111466	0.0001096256			0.0000996261	0.0001155031	0.0001134853	
			0.0001099231	0.0001084212				0.0001141847	0.0001122247	
			0.0001087270	0.0001072434				0.0001128964	0.0001109920	
			0.0001075574	0.0001060912				0.0001116372	0.0001097863	
			0.0001064133	0.0001049639				0.0001104061	0.0001086068	
			0.0001052940	0.0001038606				0.0001092021	0.0001074527	
			0.0001041987	0.0001027807				0.0001080244	0.0001063231	
			0.0001031265	0.0001017233				0.0001068722	0.0001052173	
			0.0001020769	0.0001006878				0.0001057446	0.0001041345	
			0.0001010489	0.0000996735				0.0001046408	0.0001030740	
			0.0001000421					0.0001035601	0.0001020351	
			0.0000990557					0.0001025018	0.0001010172	
								0.0001014652	0.0001000197	
								0.0001004496	0.0000990419	
								0.0000994544		
